Date,SharePrice,ExDiv,DivPay,DivPeriod,FwdDiv,FwdDivYield,Price/Div_Fwd
1998-01-02,15.55,,0.043,4,0.172,0.011061093247588423,90.40697674418605
1998-01-05,15.84,,0.043,4,0.172,0.010858585858585857,92.09302325581396
1998-01-06,15.64,,0.043,4,0.172,0.010997442455242966,90.93023255813955
1998-01-07,15.41,,0.043,4,0.172,0.011161583387410771,89.59302325581396
1998-01-08,14.94,,0.043,4,0.172,0.011512717536813922,86.86046511627907
1998-01-09,14.13,,0.043,4,0.172,0.012172682236376502,82.15116279069768
1998-01-12,13.34,,0.043,4,0.172,0.012893553223388305,77.55813953488372
1998-01-13,14.25,,0.043,4,0.172,0.01207017543859649,82.84883720930233
1998-01-14,14.69,,0.043,4,0.172,0.01170864533696392,85.40697674418605
1998-01-15,14.22,,0.043,4,0.172,0.012095639943741208,82.67441860465118
1998-01-16,14.53,,0.043,4,0.172,0.01183757742601514,84.47674418604652
1998-01-20,14.94,,0.043,4,0.172,0.011512717536813922,86.86046511627907
1998-01-21,14.64,,0.043,4,0.172,0.01174863387978142,85.11627906976746
1998-01-22,13.95,,0.043,4,0.172,0.012329749103942652,81.1046511627907
1998-01-23,13.69,,0.043,4,0.172,0.01256391526661797,79.59302325581396
1998-01-26,13.56,,0.043,4,0.172,0.012684365781710913,78.83720930232559
1998-01-27,13.72,,0.043,4,0.172,0.012536443148688046,79.76744186046513
1998-01-28,14.22,,0.043,4,0.172,0.012095639943741208,82.67441860465118
1998-01-29,14.72,,0.043,4,0.172,0.01168478260869565,85.58139534883722
1998-01-30,16.19,,0.043,4,0.172,0.010623841877702284,94.1279069767442
1998-02-02,16.22,,0.043,4,0.172,0.010604192355117139,94.30232558139535
1998-02-03,16.41,,0.043,4,0.172,0.010481413772090189,95.40697674418605
1998-02-04,16.81,,0.043,4,0.172,0.010232004759071982,97.73255813953489
1998-02-05,16.53,,0.043,4,0.172,0.010405323653962491,96.10465116279072
1998-02-06,16.72,,0.043,4,0.172,0.01028708133971292,97.20930232558139
1998-02-09,16.33,,0.043,4,0.172,0.010532761788120024,94.94186046511628
1998-02-10,17.0,,0.043,4,0.172,0.010117647058823528,98.83720930232559
1998-02-11,17.03,,0.043,4,0.172,0.010099823840281854,99.01162790697676
1998-02-12,17.38,,0.043,4,0.172,0.009896432681242807,101.04651162790698
1998-02-13,16.63,,0.043,4,0.172,0.010342754058929645,96.68604651162791
1998-02-17,16.69,,0.043,4,0.172,0.010305572198921508,97.03488372093025
1998-02-18,16.72,,0.043,4,0.172,0.01028708133971292,97.20930232558139
1998-02-19,17.19,,0.043,4,0.172,0.010005817335660265,99.94186046511629
1998-02-20,17.03,,0.043,4,0.172,0.010099823840281854,99.01162790697676
1998-02-23,17.0,,0.043,4,0.172,0.010117647058823528,98.83720930232559
1998-02-24,16.81,,0.043,4,0.172,0.010232004759071982,97.73255813953489
1998-02-25,16.63,,0.043,4,0.172,0.010342754058929645,96.68604651162791
1998-02-26,16.63,,0.043,4,0.172,0.010342754058929645,96.68604651162791
1998-02-27,16.59,,0.043,4,0.172,0.010367691380349608,96.45348837209303
1998-03-02,16.91,,0.043,4,0.172,0.010171496156120638,98.3139534883721
1998-03-03,17.47,,0.043,4,0.172,0.009845449341728678,101.56976744186046
1998-03-04,17.22,,0.043,4,0.172,0.009988385598141695,100.11627906976744
1998-03-05,16.75,,0.043,4,0.172,0.01026865671641791,97.38372093023257
1998-03-06,17.25,,0.043,4,0.172,0.009971014492753623,100.29069767441861
1998-03-09,17.31,,0.043,4,0.172,0.009936452917388792,100.63953488372093
1998-03-10,17.28,,0.043,4,0.172,0.009953703703703702,100.46511627906978
1998-03-11,17.38,,0.043,4,0.172,0.009896432681242807,101.04651162790698
1998-03-12,17.5,,0.043,4,0.172,0.009828571428571428,101.74418604651163
1998-03-13,17.38,,0.043,4,0.172,0.009896432681242807,101.04651162790698
1998-03-16,17.44,,0.043,4,0.172,0.009862385321100916,101.39534883720931
1998-03-17,17.81,,0.043,4,0.172,0.00965749578888265,103.54651162790698
1998-03-18,17.69,,0.043,4,0.172,0.009723007348784623,102.84883720930235
1998-03-19,18.44,0.043,0.043,4,0.172,0.00932754880694143,107.2093023255814
1998-03-20,18.13,,0.043,4,0.172,0.009487038058466629,105.40697674418605
1998-03-23,17.72,,0.043,4,0.172,0.009706546275395033,103.02325581395348
1998-03-24,17.66,,0.043,4,0.172,0.009739524348810872,102.67441860465117
1998-03-25,17.38,,0.043,4,0.172,0.009896432681242807,101.04651162790698
1998-03-26,17.41,,0.043,4,0.172,0.009879379666858127,101.22093023255815
1998-03-27,17.44,,0.043,4,0.172,0.009862385321100916,101.39534883720931
1998-03-30,17.06,,0.043,4,0.172,0.010082063305978897,99.18604651162791
1998-03-31,17.59,,0.043,4,0.172,0.00977828311540648,102.26744186046513
1998-04-01,17.75,,0.043,4,0.172,0.009690140845070421,103.19767441860466
1998-04-02,17.97,,0.043,4,0.172,0.009571508069003896,104.47674418604652
1998-04-03,17.86,,0.043,4,0.172,0.009630459126539754,103.83720930232559
1998-04-06,18.31,,0.043,4,0.172,0.00939377389404697,106.45348837209302
1998-04-07,18.16,,0.043,4,0.172,0.00947136563876652,105.58139534883722
1998-04-08,18.41,,0.043,4,0.172,0.009342748506246605,107.03488372093024
1998-04-09,18.11,,0.043,4,0.172,0.009497515184980673,105.29069767441861
1998-04-13,18.34,,0.043,4,0.172,0.009378407851690293,106.6279069767442
1998-04-14,18.16,,0.043,4,0.172,0.00947136563876652,105.58139534883722
1998-04-15,17.78,,0.043,4,0.172,0.00967379077615298,103.37209302325583
1998-04-16,18.38,,0.043,4,0.172,0.009357997823721436,106.86046511627907
1998-04-17,19.0,,0.043,4,0.172,0.009052631578947368,110.46511627906978
1998-04-20,19.22,,0.043,4,0.172,0.008949011446409989,111.74418604651163
1998-04-21,18.84,,0.043,4,0.172,0.009129511677282378,109.53488372093024
1998-04-22,19.47,,0.043,4,0.172,0.008834103749357987,113.19767441860465
1998-04-23,19.55,,0.043,4,0.172,0.008797953964194373,113.66279069767444
1998-04-24,19.13,,0.043,4,0.172,0.008991113434396236,111.22093023255815
1998-04-27,17.97,,0.043,4,0.172,0.009571508069003896,104.47674418604652
1998-04-28,17.84,,0.043,4,0.172,0.009641255605381165,103.72093023255815
1998-04-29,18.25,,0.043,4,0.172,0.009424657534246575,106.1046511627907
1998-04-30,18.88,,0.043,4,0.172,0.009110169491525424,109.76744186046511
1998-05-01,18.5,,0.043,4,0.172,0.009297297297297297,107.55813953488374
1998-05-04,18.0,,0.043,4,0.172,0.009555555555555555,104.65116279069768
1998-05-05,18.19,,0.043,4,0.172,0.009455744914788344,105.75581395348838
1998-05-06,18.25,,0.043,4,0.172,0.009424657534246575,106.1046511627907
1998-05-07,17.5,,0.043,4,0.172,0.009828571428571428,101.74418604651163
1998-05-08,17.69,,0.043,4,0.172,0.009723007348784623,102.84883720930235
1998-05-11,17.94,,0.043,4,0.172,0.009587513935340021,104.30232558139537
1998-05-12,18.19,,0.043,4,0.172,0.009455744914788344,105.75581395348838
1998-05-13,18.28,,0.043,4,0.172,0.009409190371991246,106.27906976744188
1998-05-14,17.88,,0.043,4,0.172,0.009619686800894854,103.95348837209302
1998-05-15,17.0,,0.043,4,0.172,0.010117647058823528,98.83720930232559
1998-05-18,17.75,,0.043,4,0.172,0.009690140845070421,103.19767441860466
1998-05-19,18.13,,0.043,4,0.172,0.009487038058466629,105.40697674418605
1998-05-20,18.06,,0.043,4,0.172,0.009523809523809523,105.0
1998-05-21,18.05,,0.043,4,0.172,0.009529085872576176,104.94186046511629
1998-05-22,17.53,,0.043,4,0.172,0.009811751283513975,101.91860465116281
1998-05-26,17.06,,0.043,4,0.172,0.010082063305978897,99.18604651162791
1998-05-27,17.0,,0.043,4,0.172,0.010117647058823528,98.83720930232559
1998-05-28,17.19,,0.043,4,0.172,0.010005817335660265,99.94186046511629
1998-05-29,17.72,,0.043,4,0.172,0.009706546275395033,103.02325581395348
1998-06-01,17.19,,0.043,4,0.172,0.010005817335660265,99.94186046511629
1998-06-02,17.41,,0.043,4,0.172,0.009879379666858127,101.22093023255815
1998-06-03,17.5,,0.043,4,0.172,0.009828571428571428,101.74418604651163
1998-06-04,17.5,,0.043,4,0.172,0.009828571428571428,101.74418604651163
1998-06-05,17.53,,0.043,4,0.172,0.009811751283513975,101.91860465116281
1998-06-08,17.19,,0.043,4,0.172,0.010005817335660265,99.94186046511629
1998-06-09,17.88,,0.043,4,0.172,0.009619686800894854,103.95348837209302
1998-06-10,17.44,,0.043,4,0.172,0.009862385321100916,101.39534883720931
1998-06-11,17.59,,0.043,4,0.172,0.00977828311540648,102.26744186046513
1998-06-12,17.0,,0.043,4,0.172,0.010117647058823528,98.83720930232559
1998-06-15,16.69,,0.043,4,0.172,0.010305572198921508,97.03488372093025
1998-06-16,16.88,,0.043,4,0.172,0.01018957345971564,98.13953488372093
1998-06-17,17.38,,0.043,4,0.172,0.009896432681242807,101.04651162790698
1998-06-18,17.28,0.043,0.043,4,0.172,0.009953703703703702,100.46511627906978
1998-06-19,17.55,,0.043,4,0.172,0.0098005698005698,102.03488372093024
1998-06-22,17.56,,0.043,4,0.172,0.00979498861047836,102.09302325581396
1998-06-23,17.63,,0.043,4,0.172,0.00975609756097561,102.5
1998-06-24,17.75,,0.043,4,0.172,0.009690140845070421,103.19767441860466
1998-06-25,18.0,,0.043,4,0.172,0.009555555555555555,104.65116279069768
1998-06-26,18.34,,0.043,4,0.172,0.009378407851690293,106.6279069767442
1998-06-29,19.13,,0.043,4,0.172,0.008991113434396236,111.22093023255815
1998-06-30,18.78,,0.043,4,0.172,0.00915867944621938,109.18604651162792
1998-07-01,19.06,,0.043,4,0.172,0.009024134312696747,110.81395348837209
1998-07-02,18.94,,0.043,4,0.172,0.00908130939809926,110.11627906976746
1998-07-06,18.84,,0.043,4,0.172,0.009129511677282378,109.53488372093024
1998-07-07,19.25,,0.043,4,0.172,0.008935064935064935,111.9186046511628
1998-07-08,19.69,,0.043,4,0.172,0.008735398679532757,114.47674418604653
1998-07-09,19.78,,0.043,4,0.172,0.008695652173913042,115.00000000000001
